Skin Type,Usage Periode,Review,Rating,Label,cleaned_review
"Oily, Dark, Warm",Usage Period : Less than 1 weekPurchase Point : JD.id,retinol serum pertamakuu kaget ternayata tekstur air kayak toner serum aneh sih hehe aroma acidy asa kecut vinegar bulan pakai onoff pakai malam sadly munculin beruntus itchy kulit sok far ubah cerah kulit kayak stop pakai,1,Negative,retinol serum pertamakuu kaget ternayata tekstur air toner serum aneh sih hehe aroma acidy asa kecut vinegar onoff malam sadly munculin beruntus itchy kulit sok far ubah cerah kulit stop
"Oily, Medium Light, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,kulit jerawat whiteheads blackheads pakai serum retinol kulit reda hilang bagus banget retinol nya bikin ngelupas kulit sesal henti pakai beli botol,5,Positive,kulit jerawat whiteheads blackheads serum retinol kulit reda hilang bagus retinol nya ngelupas kulit sesal henti beli botol
"Combination, Medium Dark, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,gua jerawat parah flek hitam pakai cream yabg cocok pakai gua tuh ngerasainnya jerawat lumayan kurang pori pori kecil flek hitam kurang,5,Positive,gua jerawat parah flek hitam cream yabg cocok gua tuh ngerasainnya jerawat lumayan pori pori flek hitam
"Combination, Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,super sesal gue berani pakai produk breakout coba skincare gue positif thinking muncul bumps kecilkecil pipi purging jerawatjerawat radang sembuh malam bermunculandi spot jerawat betah gue stop pakai healing jerawatjerawatnya bikin kapok pakai produk somethinc coba niacinamidenya breakout gue pakai niacinamidenya aman works well skinbarriernya bagus pakai retinol biarpun konsentrasi direkomen mula,1,Negative,super sesal gue berani breakout coba gue positif thinking muncul bumps kecilkecil pipi purging jerawatjerawat radang sembuh malam bermunculandi spot jerawat betah gue stop healing jerawatjerawatnya kapok somethinc coba niacinamidenya breakout gue niacinamidenya aman works well skinbarriernya bagus retinol biarpun konsentrasi direkomen
"Normal, Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Instagram,suka banget produk sesuai klaim somethinc hilang komedo anti aging poripori pakai hasil nyata cuy kalo habis pakai bersih banget muka poripori kecil pakai kali eh hamil langsung stop enak banget muka,5,Positive,suka sesuai klaim somethinc hilang komedo anti aging poripori hasil nyata cuy kalo habis bersih muka poripori eh hamil langsung stop enak muka
"Combination, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Brand website,retinol bagus kalo pruging kayak nanah aneh sakit tipe ku sensitif kalo kulit sensitif ok oh iya pakai kalo ngehindari purging kayak,4,Positive,retinol bagus kalo pruging nanah aneh sakit tipe sensitif kalo kulit sensitif ok oh iya kalo ngehindari purging
"Oily, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,ku beli retinol dipakein orang tua ku flek nya daaan benar ngaruh hasil nya langsung cepat benar pudar banget flek nya lumayan bandel pudar gila sih retinol nya mantulll,5,Positive,beli retinol dipakein orang tua flek nya daaan ngaruh hasil nya langsung cepat pudar flek nya lumayan bandel pudar gila sih retinol nya mantulll
"Combination, Medium Dark, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Tokopedia,wahgilasih retinol tuh dewa dewa skinker guru sengaruh ajaib ya wuak produk retinol coba sih ya kaget banget kalo malam pakai serum pagi muka asa halus cerah jerawat cepat mateng rutin pakai jerawat kurang suka suka repurchases deh,5,Positive,wahgilasih retinol tuh dewa dewa skinker guru sengaruh ajaib wuak retinol coba sih kaget kalo malam serum pagi muka asa halus cerah jerawat cepat mateng rutin jerawat suka suka repurchases
"Combination, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,hubung usia butuh nama retinol retinol salah ingredient aktif rangsang proses bentuk kolagen kulit biar kulit wajah kencang less wrinkle nilai plus cerah rata warna kulit help lepas ,4,Positive,hubung usia butuh nama retinol retinol salah ingredient aktif rangsang proses bentuk kolagen kulit biar kulit wajah kencang less wrinkle nilai plus cerah warna kulit help lepas
"Dry, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,pertamax pakai retinol biar awet muda euy coba harga murah kantong alhasil kulit plumping kerut samar dikit sih kalo makeup creasing jidat pakenya kalo ngefek wkwkwk,5,Positive,pertamax retinol biar awet muda euy coba harga murah kantong alhasil kulit plumping kerut samar dikit sih kalo makeup creasing jidat pakenya kalo ngefek wkwkwk
"Combination, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Beautyhaulindo,ragu pakai retinol takut wajah tahan kandung beraniin coba produk ternyataaaaaaa suka banget hasil  sesal kenal retinol kemarin  kali pakai pas malam pas bangun tidur wajah langsung halus banget  kali pakai loh jalan pakai retinol wajah baik milia pipi komedo pelan hilang tekstur wajah halus ,5,Positive,ragu retinol takut wajah tahan kandung beraniin coba ternyataaaaaaa suka hasil sesal kenal retinol kemarin pas malam pas bangun tidur wajah langsung halus loh jalan retinol wajah milia pipi komedo pelan hilang tekstur wajah halus
"Dry, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,serum retinol coba makenya minggu kali biar kulit adaptasi sih retinolnya pakenya malam tuh kayak nguras jerawat mendem keluar jerawat proses sembuh cepat pakai retinol dicombine niacinamidenya kalo guna retinol single use bikin kulit kering unsur hydrating pakai,4,Positive,serum retinol coba makenya minggu biar kulit adaptasi sih retinolnya pakenya malam tuh nguras jerawat mendem jerawat proses sembuh cepat retinol dicombine niacinamidenya kalo retinol single use kulit kering unsur hydrating
"Normal, Medium Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,alam pakai retinol senang somethinc sedih banget retinolku kuning hati ya simpan pakai somethinc step double cleansing tiban pakai serum maaf malas pakai toner hehehehe pipet kena muka ya sis baur lembut cepat nyerepnya cekit sih rutin pakai kali minggu tekstur kulit lumayan baik lumayan cerah dsb rasa cocok coba retinol taruh step serum pagi lupa rajin sunscreen ya sahabat baru nih retinol sunscreen hihi,5,Positive,alam retinol senang somethinc sedih retinolku kuning hati simpan somethinc step double cleansing tiban serum maaf malas toner hehehehe pipet kena muka sis baur lembut cepat nyerepnya cekit sih rutin minggu tekstur kulit lumayan lumayan cerah dsb cocok coba retinol taruh step serum pagi lupa rajin sunscreen sahabat nih retinol sunscreen hihi
"Oily, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,tekstur cair serum tau kulit susahhhh banget nyerepnya pakai hydrating toner jembatan ngaruh mild gonna repurchase,3,Neutral,tekstur cair serum tau kulit susahhhh nyerepnya hydrating toner jembatan ngaruh mild gonna repurchase
"Oily, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Official Brand Store,pengin banget coba retinol takut muka acne prone mudah banget breakout pakai produk cocok coba pakai tetinol hidung dagu nimbulin malam pakai muka keren parah sih somethinc skincare andal pakai produk kecewa love ,5,Positive,pengin coba retinol takut muka acne prone mudah breakout cocok coba tetinol hidung dagu nimbulin malam muka keren parah sih somethinc andal kecewa love
"Combination, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,bikin muka glowing hilang bruntusangradakan makenya hariii kalo pakai aha bha skip pakai telah pakenya malam ajasih active ingridientsnya pakai combine hyaluronic acid biru cucokkk,5,Positive,muka glowing hilang bruntusangradakan makenya hariii kalo aha bha skip pakenya malam ajasih active ingridientsnya combine hyaluronic acid biru cucokkk
"Combination, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,pakai minggu kali kali muka gue cerah bekas jerawat gampang pudar pori pori kecil komedo lumayan hilang botol gue kalo habis beli luvv,5,Positive,minggu muka gue cerah bekas jerawat gampang pudar pori pori komedo lumayan hilang botol gue kalo habis beli luvv
"Oily, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,reviewbotol airless pump hijau ngonjreng twist knob mudah pakai drama oksidasi pipet pencet serum tekstur lotion cream light fast absorbed potent kulit tbh kali endus aroma bakuchiol retinol  lotion milky texture cream lembab lumer kulit eits salah bestie tekstur lotion lembab retinol anjur pakai hidrasi serum pakai hidrasi cream potent telah terap moist sandwichcreamretinolcreambuatku medium strength retinol cocok dipkai sensitive skin beginner tinggal pakai ulak ulik metode nyaman kulit repurchase apkah nendang buat nendang tekstur kenyal kulit beruntus jerawat jarang muncul rutin pemakaianrate,5,Positive,reviewbotol airless pump hijau ngonjreng twist knob mudah drama oksidasi pipet pencet serum tekstur lotion cream light fast absorbed potent kulit tbh endus aroma bakuchiol retinol lotion milky texture cream lembab lumer kulit eits salah bestie tekstur lotion lembab retinol anjur hidrasi serum hidrasi cream potent terap moist sandwichcreamretinolcreambuatku medium strength retinol cocok dipkai sensitive skin beginner tinggal ulak ulik metode nyaman kulit repurchase apkah nendang nendang tekstur kenyal kulit beruntus jerawat jarang muncul rutin pemakaianrate
"Combination, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Tokopedia,sayang bantuin hempas jerawat ngecilin pori cair kentel dikit mudah diaplikasiin makenya bingung layering produk banyak cocok kalo campur bikin jadwal wkw,5,Positive,sayang bantuin hempas jerawat ngecilin pori cair kentel dikit mudah diaplikasiin makenya bingung layering cocok kalo campur jadwal wkw
"Oily, Medium, Warm",Usage Period : 6 months - 1 yearPurchase Point : Tokopedia,premature aging sign loose skin elasticity fine les amd hyperpigmentation skincare concern anti aging first time used retinol experienced use product months minimize pore repair hyperpigmentation caused acne scars recommend appy serum times wig sok doesnt dry skin always use moisturizer end skincare routine dont combine aha bha salicylic acid pha ingridients apply night morning use sunscreen,4,Positive,premature aging sign loose skin elasticity fine les amd hyperpigmentation concern anti aging first time used retinol experienced use product months minimize pore repair hyperpigmentation caused acne scars recommend appy serum times wig sok doesnt dry skin always use moisturizer end routine dont combine aha bha salicylic acid pha ingridients apply night morning use sunscreen
"Dry, Medium Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : sociolla,serum kandung encapsulated retinol retinol bungkus lepas perlahan jadi serum gentle beginner friendly tekstur demen cair banget bak air pas pakai langsung serap kulit ringan pakai oh ya beli edisi special kemas botol kaca hijau transparan masyaallah cantik banget packagingnya ,4,Positive,serum kandung encapsulated retinol retinol bungkus lepas perlahan serum gentle beginner friendly tekstur demen cair bak air pas langsung serap kulit ringan oh beli edisi special kemas botol kaca hijau transparan masyaallah cantik packagingnya
"Combination, Light, Cool",Usage Period : 3 months - 6 monthsPurchase Point : Brand website,retinol pertama surprisinglyy gentle takutin efek pakai retinol pakai wow kondisi kulit cyst acnes tumbuh liar pakai malam kalo ragu trial selang seling bikin kering iritasi moisture pakai kulit alami maju mundur kadang baik tinggal bekas jerawat tbtb muncul jerawat gede masuk jerawat lumayan kontrol fine les jidat totally gone pakai jerawat cepat kering cyst acnes ku cepat reda suka pakai spot treatment works sok well dasar baca retinol hasil pakai skincare baik tbtb langsung stop gonta ganti skincare ya,4,Positive,retinol surprisinglyy gentle takutin efek retinol wow kondisi kulit cyst acnes tumbuh liar malam kalo ragu trial selang seling kering iritasi moisture kulit alami maju mundur kadang tinggal bekas jerawat tbtb muncul jerawat gede masuk jerawat lumayan kontrol fine les jidat totally gone jerawat cepat kering cyst acnes cepat reda suka spot treatment works sok well dasar baca retinol hasil tbtb langsung stop gonta ganti
"Dry, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,salah pilih produk retinol pertama takut retinol bikin kulit kering produk drying asa mild pakai bareng niacinamide ampuh banget memcerahkan wajah instan ngurangin fine les smile line,5,Positive,salah pilih retinol takut retinol kulit kering drying asa mild bareng niacinamide ampuh memcerahkan wajah instan ngurangin fine les smile line
"Dry, Medium Dark, Warm",Usage Period : 6 months - 1 yearPurchase Point : Shopee,tuh retinol ramah pakai pakai mikir coba langsung pakai malam selang selingkata danang wisnu sih pakai efek nya kencang dont know ku andelin ngeratain warna kulit garis halus ubah signifikan butuh awat khusus kulit kencang,4,Positive,tuh retinol ramah mikir coba langsung malam selang selingkata danang wisnu sih efek nya kencang dont know andelin ngeratain warna kulit garis halus ubah signifikan butuh awat khusus kulit kencang
"Oily, Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Instagram,kayak produk somethinc cocok wajah pakai kali efek muka mulus jerawat jarang muncul keroyokan kayak pakai malam dicombine apa toner langsung retinol selesai combine niacinamide somethinc muncul jerawat gedegede minus gampang banget ubah warna ig nya somethinc sih gapapa worth try harga segitu ,5,Positive,somethinc cocok wajah efek muka mulus jerawat jarang muncul keroyokan malam dicombine toner langsung retinol selesai combine niacinamide somethinc muncul jerawat gedegede minus gampang ubah warna ig nya somethinc sih gapapa worth try harga segitu
