Skin Type,Usage Periode,Review,Rating
"Combination, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"YES YES YES ITS A YES FOR ME!!! sumpah retinol tuh emang kandungan paling dewa sih. this gurl fix (almost) everything on my face, problem utama muka ku itu skin texture bekas jerawat yang legit bolong garata. waktu baru dua minggu pake ini, effectnya sama kaya hasil sekali treatment laser (gaboong ini, ive compared) aku pake ini 3-4 kali seminggu pas malem, sambil di seling sama hydrating serum. i am highly recommended for fixing skin texture, tapi kalo buat bekas jerat agak kurang sih BUT STILL this is a fantastic productâ¨â¨",5
"Oily, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : shopee,"baru pertama kali pake product retinol, dan kenapaaa di mukaku abis pake si retinol ini terus lgsg jadi jerawatan yaa besoknya? ini purging ato gmn? ada yang samaan gaa kayak aku? huhuu sedih padahal liat di review pada bagus"", mungkin kurang cocok aja kali yaa pake si retinol ini akunya.",3
"Oily, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Pertama kali cobain produk retinol dan langsung punya somethinc ini. Dari segi tekstur dan bau tidak ada masalah, watery runny dan subtle scent nggak ganggu. Aku suka pakai dia di tahap awal sebelum water based serum karena teksturnya yg cair tapi bukan oily. Dia cepat menyerap dan nggak bikin lengket. Di layer dengan apapun aman banget. Aku suka hasilnya yg bikin wajah mulus tapi harus dgn perjuangan purging dlu 2-3mingguan. Tapi dgn hasil yg diberikan ini nggak masalah karena emg tujuannya kan munculin dlu jerawatânya baru terhempas semua.",5
"Combination, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"udah pake ini sekitar 2 mingguan. dari awal make bingung sih kenapa jadi komedoan ya T-zone ku, padahal gapernah sama sekali di khususnya idungku ada blackheads, mana banyak lagi. tapi tetep aku pake ajasih sampe sekarang, tapi bener2 ga ngefek apa2 selain nimbulin blackheads ð mana oksidasi-nya cepet bgt lagi :( ga nyampe 2 minggu udah berubah warna, dan skrg baunya jg udah asem kaya tape gitu hmm.",2
"Dry, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"retinol pertama aku ð waktu pertama aku pakenya seminggu 1x saking takutnya aku tuh ð setelah 4 minggu muka ga ada reaksi negatif aku naikin jdi seminggu 2x , wah best deh dia ga bikin muka aku yg kering tambah kering malah bikin plumpy jerawat jdi cepet mateng, bekas jerawat mulai pudar tpi ya ga secepet itu ttp butuh proses. buat pemula yg mau coba retinol bisa bngt pake ini ðð»",4
"Oily, Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Pertama cobain retinol karena umur udah mencukupi buat pake retinol awalnya ragu, akhirnya coba dan suka bgt bikin muka kenceng ngilangin garis halus dan yg keren nya bisa ngilangin bekas jerawat aku yg susah ilang nyaaa, pokoknya recommended this product!!!ð",5
"Oily, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Baru pertama kali coba retinol, tadinya takut bikin breakout, tapi ternyata enggak. Ini dilayer niacinamide bagus banget sih, jadi plump kulitku. Karena masih newbie aku pake ini 4-5 kali aja per minggu, dipake setiap malem. Pagi-paginya seneng kulitnya jadi mulus",4
"Dry, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"awalnya ragu pake retinol karena pernah nyoba salah satu merk dan akhirnya beruntusan parah. tapi karena kemarin beli bundle sama dua varian serum lainnya, sayang banget kalau gak dipakai. akhirnya nyoba serum ini dan kaget banget pas bangun pagi wajah jadi super kenyal dan cerah banget. numbuh beberapa jerawat kecil sih di area bekas jerawat, tapi besok harinya juga udah kempes lagi. suka banget sama produk ini. semoga hasil kedepannya semakin memperbaiki kulit wajah aku",4
"Oily, Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,Sebagus ituuu. Ringan banget di kulit. Cepat menyerapnya dan bangun tidur kulit lebih plumpy. Apalagi kalo digabung sama niacinamide. Di kulitku yg rentan berjerawat ngga menimbulkan jerawat ataupun kemerahan karna iritasi.,5
"Oily, Light, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Shopee,Suka banget sama hasilnya di kulit aku yang oily dan acne prone. Di kulit aku ga menyebabkan bruntusan atau pun jerawat baru. Malah bantu banget untuk mengeringkan jerawat. Awalnya aku coba seminggu 2x terus skrg sudah seminggu 3x dan aman aja. Jangan lupa moisturizer dan hydrating toner yg mantul juga utk mencegah dehidrasi,5
"Normal, Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Tokopedia,pertama seperti kata org2 bakal menimbulkan jerawat di daerah yg sering jerawat tapii karena aku pas pake ada jeda nya trs make lg malah timbul jerawat yg bukan daerah jerawat jd aku memutuskan utk berhenti pake ini.,3
"Normal, Medium Light, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Shopee,"Berhubung udah lewat usia seperempat abad, tapi masih tetep pengen dipanggil âkakakâ bukan âibuâ, aku mulai pakai retinol. Ini adalah produk retinol pertamaku. Aki pilin karena persentase retinolnya standar. Ga terlalu tinggi & terlalu rendah juga. Juga karna dia pakai encapsulated retinol, yg lebih stable & safe for sensitive skin. Dienkapsulasi oleh Terephthalylidene Dicamphor Sulfonic Acid, yg bikin retinol-nya ga gampang rusak kena sinar matahatiTeksturnya runny & mudah diserap kulit. Karena udah nature-nya retinol itu drying, siap2 aja nambahin hidrasi & moisture ke kulit setelah pake retinol. Tapi sebenarnya serum ini udah mengandung glycerin, ceramide, allantoin & HA. Jadi, lumayan ketolong buat melembapkan kulit.Aku paling suka pakai retinol dengan sandwich method: HT - retinol - HT - hydrating serum / moisturizer. Apa lagi, kalo di-combine sama serum Niacinamide Moisture Sabi Beet-nya, CHAKEP! Aku ga expect apa2 kecuali efek long-term anti-aging nya, yg mungkin belum langsung keliatan saat ini juga. Ehh, ternyata efek short-term nya ngebantu penyembuhan jerawatky! Bikin tekstur kulit even smoother & pori-pori tampak lebih terkontrol.Walaupun kayanya masih aman aja dipake setiap hari, tapi aku tetep put time in between, karena hari lainnya make actives lain. Yaah biar kulitnya ngga bingung aja gitu wkwk. Btw, harganya cukup affordable buat serum retinol sebagus ini. Itâs a good investment for your skin!",4
"Dry, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"2 bulan mencoba dan akhirnya menemukan formula yang tepat. seharusnya sih udah bisa dipake setiap hari di malam ya, tp ternyata kulitku gak bisa. abis pake, langsung kering gitu. emang sih hasilnya bagus, kenyel gitu kulitnya, tp keringnya gak nguatin. trus kalo keseringan malah bikin bruntusan. sebelum pake, udah hydrating toner, essence trus pakenya juga dicampur sama pelembab, diakhiri sleeping mask. paginya sih kek oke banget, tp abis itu kulit kering. oke, kulitku nggak berjodoh sama retinol ini ð¤­",2
"Combination, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Brand website,"Udah botol kedua pake retinol dari somethinc, tapi efek yang kuliat signifikan baru di botol kedua ini. Entah yang botol pertama kemaren aq ga perhatiin atau emang efeknya baru keliatan sekarang. Aq pake retinol ini seminggu 2 atau 3 kali aja, yang sebelumnya di layer sama hyaluronic nya somethinc jg, krn kalo pake tiap hari dia bikin kulit ku kering. Untuk efeknya di botol kedua ini yg kuliat bekas jerawatku cepet banget memudar dan tekstur kulit juga membaik, lebih lembut dan glowing.",4
",18 and Under",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"lovehate bgt sama produk ini. poriÂ² aku beneran ngecilin banget apa lg daerah idung dan dagu, tp sayangnya selalu nimbulin jerawat yg ku kira purging tp selalu nongol tiap pake produk ini. sedih banget sih.",4
"Dry, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Serum Retinol andalanku! Mengandung encapsulated retinol sehingga gak bikin kering kulit. teksturnya light, cepat meret dan mild banget. cocok utk virgin retinol. cukup ampuh utk menyamarkan Fine Lines dan memudarkan dark spot. harganya juga terjangkau.",5
"Oily, Medium Dark, Cool",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"coba ini karena penasaran sama klaim mengecilkan porinya. setelah pakai ternyata juga kerasa efek mudarin bekas jerawat sama menghaluskan kulit. produk ini bentuknya cair hampir kaya toner jadi biasanya dipake setelah pakai toner. kadang juga dilayer pakai niacinamide tapi kalau lagi males pakai toner, retinol ini, terus pakai moisturizer",5
"Combination, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Brand website,"Suka, bikin kulit halus stlh pake ini mlm nya, Lebih cerah, plumpy, Q pake 3-4 x aja sih seminggu. Q pemula yg blum prnh pke retinol hihihi. Ga ada cons ny selama pemkaian 2 buln. Rekomen asdfghjklmnbvcxzasdfhjjklpkdjdyeyuwiwksndbxhdhjd",5
"Normal, Medium Light, Cool",Usage Period : More than 1 yearPurchase Point : Brand website,SAYANG BANGEET!!! ini beneran ð¯ bgtt. pengen beli sepabriknya bc emang beneran ngaruh banget di aku. nyerahin iya mudarin bekas jerawat iya. trs kalo mau muncul jerawat pakein ini besoknya bisa ilang atau mateng nya jd cepet. dan aku ngerasa bgt dia emang efektif bgt buat kaya semacam beruntusan gitu dan juga ngecilin pori menurut aku. selalu combine sm yg niacinimide ciamik bgt duo combo ini pokoknya. tp bedanya kalo yg ini sempet purging dulu tapi abis itu hasilnya emang ga bikin nyesel,5
"Combination, Medium Light, Cool",Usage Period : 3 months - 6 monthsPurchase Point : Brand website,"Yupiiy. akhirnya bisa review juga nih setelah nunggu 3 bulan. awal pake ini tu kondisi kulit lagi ga baik, banyak jerawat yang gede, bruntusan, bekas jerawat, pokoknya lagi parah deh. terus aku dapet ilham ternyata retinol penting banget buat kulit. karena aku baru pertama pake & kondisi kulit lagi sakit, akhirnya aku mutusin buat nyoba retinol ini. Progresnya emang pelan, tapi baguuoos bangeetð jerawat perlahan sembuh, regenerasi kulit cepet, bekas jerawat perlahan pudar, wajah berasa plumpy embel2 empuk gitu wkwk (tentunya progres ini dibarengi sama pemakaian produk lain, kalo penasaran bisa cek review ku yang lain yap). tapi di bulan ke 2 aku notice kulitku kalo abis pake retinol ini kadang kusam gitu (aku pakenya ga tiap hari, selang seling tergantung kondisi kulit hari itu & jadwal exfo), makanya pas mau repurchase aku mikir2, tapi karna belum nemu produk yg formulanya pas di kulitku akhirnya balik ke ini lagi. pokoknya aku rekomendasiin buat temen2 yang punya masalah kulit kayak aku",4
"Oily, Medium Light, Cool",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Produk retinol pertama ku, dan langsung jatuh cinta banget<3. Aku udah 2 kali re purchase produk ini, packagingnya juga bagus dan cukup handy. Teksturnya nyaman dan gampang banget meresap ke kulit. Selama 3 bulan pakai ini, dan di layer pakai Niacinamide dari Somethinc bener-bener bisa mengurangi bekas jerawat dan dapat brightening effect juga walaupun ngga seberapa. Intinya MUST TRY<3",5
"Combination, Medium Light, Warm",Usage Period : 6 months - 1 yearPurchase Point : Shopee,love hate relationship w/this product:(! Pas awal pake bagusss bgt like magical bisa ngurangin bruntusan+buat wajah cerah pake bgt! tp sptnya aku overused pake product ini(pdhl only 2x/mgg) tiba2 jadi ga cocok dan malah jd tumbuh jerawat,3
"Combination, Medium, Cool",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,Retinol pertamaku. Dulu liat influencer posting si retinol lama lama aku cari tau ingredientsnya apa dan akhirnya ku beranikan diri untuk beli . Aku udah pikir aku bakal terima resikonya kalo retinol ini bakal terjadi purging dll di aku dan bahagianya di pake gak bikin aku breakout atau purging wuuaaa senang sekali . Paling suka kalo lg brekaout andelannya dia . Bener2 bisa ngobatin si breakout jadi bkin jerawat kering bahkan sembuh lama lama hilang . Repurchase ? PASTINYA . Gak pengen cobain retinol merek lain krn udh cocok bgt yang ini ð,5
"Combination, Medium Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"ini adalah produk retinol pertama yang aku beli. di aku ngga ada efek yang merah atau iritasi gimana2, dia cair, warnanya ijo bening dan bisa dilayer sama. produk somethinc lain kecuali yang merah. retinol really works on me, jadi ingin nyoba retinol yg lebih strong dehð",4
"Oily, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Dulu pernah cobain retinolnya the ordinary dan bener2 cinta banget. cuma karena sekarang udah gak pernah repurchase lagi, mau coba beralih ke somethinc ini. teksturnya light banget dan gak berat sama sekali. ada aroma yang kecium tapi gak ganggu banget. aku suka combine sama hyaluronic acidnya biar gak kering! progress di wajah masih bingung sih, karena sudah pakai sebulan lebih tapi belum menunjukkan hasil yang signifikan, justru malah selalu munculin jerawat baru. feelingku bukan karena purging, so aku bakalan hunting produk retinol lainnya.",3
"Dry, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Tokopedia,"pertama kali pakai retinol, dua kali pemakaian mukaku purging. terus sempet berhenti 5hari, terus baru la jut lagi. sampai sekarang aman ga purging lagi. aku palai ini malem sebelum tidur, dan setelah pemakaian ini aku selalu pakai mosturizer, karena kalau pakai ini aja mukaku jadi kering. belum menemukan efek yang signifikan karena pemakaian baru hampir sebulan.",4
"Oily, Light, Warm",Usage Period : 6 months - 1 yearPurchase Point : Shopee,"Setelah lepas dari Adapalene, beralih lah diri ini ke Retinol dari Somethinc. Well, surprisingly it does a great job on my skin! My skin gets way better than before. My skin textureâs just gone in one night. Amazing, isnt it? Gonna repurchase for sureâ¤ï¸",5
"Normal, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Tokopedia,"Seneng bgt cocok sama skincare lokal dan pastinya affordable! Aku ngerasain bgt wajah aku tambah kenyal, mulus, dan lebih sehat. Yang paling ngaruh sih untuk jerawat, kerasa banget dia ngebantu jerawat dan bekas jerawat hilang. TAPI untuk awal2 aku emang purging dulu, sempet panik kirain gacocok karena ada 4 jerawat baru di wajah + ada juga di leher :( dan jerawatnya di tempat2 yg gapernah ada jerawat jadi aku yakin ini karena si somethinc... terus aku diemin dulu beberapa lama, dan iseng olesin retinol nya hanya di permukaan jerawat, eh malah cepet tuntas huhu seneng bangettt! Sekarang pake ini udah aman bgt, kulit aku udah kenalan dan udah adaptasi hihi. repurchase? of course â¤ï¸",5
"Oily, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Brand website,"Awalnya aku mengalami purging tapi gak lama dan gak parah, cuma kayak jerawat bruntusan yang udah ada matanya gitu. Aku merasa retinol ini bekerja dengan gentle tapi sebenernya cukup kenceng. Aku juga gak pake tiap hari, seminggu cukup 2-3 kali. Di pemakaianku, serum ini bikin jerawat hormonal ku jauuuh lebih terkontrol dan proses regenerasi kulit juga jadi lebih cepat sehingga bekas jerawat pun memudar dengan waktu yang gak lama. Dia juga membantu mengatasi milia. Kadang aku suka combine dengan BHA biar jerawat cepat matang dan kering, kadang juga aku cuma pakai sebagai spot treatment gitu di area yang berjerawat, and it still works beautifully!â¤ï¸",5
"Combination, Medium Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"ini retinol product pertama yg aku pake. dia tekstur cair bgt kaya air. beda kaya serum2nya yg lain yg niacinamide atau hyaluronic acid. awal2 aku gak merasakan adanya purging atau breakout, cuman ini bener2 kerasa di aku ngecilin pori dan bruntusan ilang. aku Pakenya layering sama yg moisture beet serumnya enakeun bgt di kulit akuuu. bener2 jadi lembab dan plum bgt. aku Pakenya 5 tetes buat semuka, dan 2 tetes buat leher. so far ga bikin kering dan malah lembab. really recommended buat yg mau coba retinol.",4
